0,1,2,3,4,5,6,7,8,9,10,11,12,13
Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Annual herb,1.2 in tall,,"*
White-lined Sphinx
Hyles lineata","White-lined Sphinx
Hyles lineata","Annual Precipitation: 6.6"" - 122.2"", Summer Precipitation: 0.15"" - 3.67"", Coldest Month: 27.7"" - 56.1"", Hottest Month: 56.8"" - 80.9"", Humidity: 0.39"" - 29.29"", Elevation: 4"" - 7635""","Common Names: Woolly Heads, Woolly Marbles"
Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Annual Herb,0.33 - 1.3 ft tall,Purple,,"Variable Checkerspot
Euphydryas chalcedona

Edith's Checkerspot
Euphydryas editha

*
Common Buckeye
Junonia coenia

*
Northern Checkerspot
Chlosyne palla

*
Leanira Checkerspot
Chlosyne leanira

*
Anicia Checkerspot
Euphydryas anicia","Variable Checkerspot
Euphydryas chalcedona","Edith's Checkerspot
Euphydryas editha"
Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Annual herb,1.3 ft tall,"White, Purple",,"*
White-lined Sphinx
Hyles lineata

*
Black-Banded Carpet
Antepirrhoe semiatrata

*
Elegant Aristotelia Moth
Aristotelia elegantella

*
Yellow-Banded Day Sphinx
Proserpinus flavofasciata

*
Ornate Moth
Utetheisa ornatrix

*
Clark's Day Sphinx Moth
Proserpinus clarkiae","White-lined Sphinx
Hyles lineata","Black-Banded Carpet
Antepirrhoe semiatrata"
Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Annual herb,,"*
Common Sootywing
Pholisora catullus

*
White-lined Sphinx
Hyles lineata

*
Armyworm Moth
Mythimna unipuncta

*
Subterranean Dart
Feltia subterranea

*
Ipsilon Dart
Agrotis ipsilon

*
Corn Earworm Moth
Helicoverpa zea","Common Sootywing
Pholisora catullus","White-lined Sphinx
Hyles lineata","Armyworm Moth
Mythimna unipuncta","Subterranean Dart
Feltia subterranea"
Cobwebby Thistle (Cirsium occidentale var. occidentale),Cobwebby Thistle (Cirsium occidentale var. occidentale),Cobwebby Thistle (Cirsium occidentale var. occidentale),Cobwebby Thistle (Cirsium occidentale var. occidentale),Cobwebby Thistle (Cirsium occidentale var. occidentale),Cobwebby Thistle (Cirsium occidentale var. occidentale),Cobwebby Thistle (Cirsium occidentale var. occidentale),Perennial herb,"Pink, Purple",,"*
Painted Lady
Vanessa cardui

*
Mylitta Crescent
Phyciodes mylitta

*
California Crescent
Phyciodes orseis

*
White-lined Sphinx
Hyles lineata

*
Bilobed Looper Moth
Megalographa biloba

*
Sweetclover Root Borer Moth
Walshia miscecolorella","Painted Lady
Vanessa cardui","Mylitta Crescent
Phyciodes mylitta","California Crescent
Phyciodes orseis"
Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),"Perennial herb, Annual herb",0.33 - 2 ft tall,,"*
White-lined Sphinx
Hyles lineata

*
Scribbled Sallow
Sympistis perscripta

*
Corn Earworm Moth
Helicoverpa zea","White-lined Sphinx
Hyles lineata","Scribbled Sallow
Sympistis perscripta","Corn Earworm Moth
Helicoverpa zea"
Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Annual Herb,0.16 - 1.3 ft tall,Yellow,,"*
Orange Sulphur
Colias eurytheme

*
Avalon Hairstreak
Strymon avalona

*
White-lined Sphinx
Hyles lineata","Orange Sulphur
Colias eurytheme","Avalon Hairstreak
Strymon avalona"
Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Annual Herb,1.9 - 11.8 in tall,Yellow,,"*
Orange Sulphur
Colias eurytheme

*
Avalon Hairstreak
Strymon avalona

*
White-lined Sphinx
Hyles lineata","Orange Sulphur
Colias eurytheme","Avalon Hairstreak
Strymon avalona"
Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Annual herb,0.7 - 3.9 ft tall,Yellow,,"*
Painted Lady
Vanessa cardui

*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica","Painted Lady
Vanessa cardui","White-lined Sphinx
Hyles lineata"
Water Pygmyweed (Crassula aquatica),Water Pygmyweed (Crassula aquatica),Water Pygmyweed (Crassula aquatica),Water Pygmyweed (Crassula aquatica),Water Pygmyweed (Crassula aquatica),Water Pygmyweed (Crassula aquatica),Water Pygmyweed (Crassula aquatica),"Annual herb, Succulent","Yellow, Purple, Red",,"*
White-lined Sphinx
Hyles lineata

*
Yellowstriped Armyworm Moth
Spodoptera ornithogalli","White-lined Sphinx
Hyles lineata","Yellowstriped Armyworm Moth
Spodoptera ornithogalli","Annual Precipitation: 9.2"" - 79.4"", Summer Precipitation: 0.17"" - 2.73"", Coldest Month: 22.2"" - 56.1"", Hottest Month: 40.8"" - 80.9"", Humidity: 0.19"" - 29.27"", Elevation: 0"" - 11840"""
Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),"Annual herb, Perennial herb",1.2 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Small Heliothodes Moth
Heliothodes diminutivus","White-lined Sphinx
Hyles lineata","Small Heliothodes Moth
Heliothodes diminutivus"
Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Annual herb,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Small Heliothodes Moth
Heliothodes diminutivus","White-lined Sphinx
Hyles lineata","Small Heliothodes Moth
Heliothodes diminutivus","Annual Precipitation: 3.3"" - 29.3"", Summer Precipitation: 0.16"" - 1.99"", Coldest Month: 42.1"" - 56.6"", Hottest Month: 61.8"" - 83.3"", Humidity: 0.93"" - 35.15"", Elevation: -5"" - 4389"""
California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),Shrub,1 - 2.6 ft tall,,"Western Pygmy Blue
Brephidium exilis

*
White-lined Sphinx
Hyles lineata","Western Pygmy Blue
Brephidium exilis","White-lined Sphinx
Hyles lineata","Annual Precipitation: 7.0"" - 28.2"", Summer Precipitation: 0.15"" - 0.42"", Coldest Month: 46.8"" - 57.4"", Hottest Month: 62.3"" - 77.3"", Humidity: 0.91"" - 25.35"", Elevation: -1"" - 1456"""
Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Annual herb,3.3 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata","White-lined Sphinx
Hyles lineata","Annual Precipitation: 11.8"" - 46.1"", Summer Precipitation: 0.14"" - 0.39"", Coldest Month: 45.7"" - 54.6"", Hottest Month: 59.1"" - 75.1"", Humidity: 0.47"" - 22.35"", Elevation: -228"" - 3193"""
Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Perennial herb,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Pacific Green Sphinx Moth
Proserpinus lucidus

*
Phaeton Primrose Sphinx Moth
Euproserpinus phaeton

*
Ridings' Forester Moth
Alypia ridingsii","White-lined Sphinx
Hyles lineata","Pacific Green Sphinx Moth
Proserpinus lucidus","Phaeton Primrose Sphinx Moth
Euproserpinus phaeton"
Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),"Vine, Annual herb",White,,"*
The Brown Elfin
Callophrys augustinus

*
White-lined Sphinx
Hyles lineata

*
Chrysanthemum Flower Borer
Lorita scarificata","The Brown Elfin
Callophrys augustinus","White-lined Sphinx
Hyles lineata","Chrysanthemum Flower Borer
Lorita scarificata"
Owl's Clover (Castilleja densiflora ssp. densiflora),Owl's Clover (Castilleja densiflora ssp. densiflora),Owl's Clover (Castilleja densiflora ssp. densiflora),Owl's Clover (Castilleja densiflora ssp. densiflora),Owl's Clover (Castilleja densiflora ssp. densiflora),Owl's Clover (Castilleja densiflora ssp. densiflora),Owl's Clover (Castilleja densiflora ssp. densiflora),Annual Herb,Purple,,"*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
Northern Checkerspot
Chlosyne palla

*
Edith's Checkerspot
Euphydryas editha

*
Leanira Checkerspot
Chlosyne leanira

*
Anicia Checkerspot
Euphydryas anicia","Common Buckeye
Junonia coenia","Variable Checkerspot
Euphydryas chalcedona","Northern Checkerspot
Chlosyne palla"
Coastal Button-celery (Eryngium armatum),Coastal Button-celery (Eryngium armatum),Coastal Button-celery (Eryngium armatum),Coastal Button-celery (Eryngium armatum),Coastal Button-celery (Eryngium armatum),Coastal Button-celery (Eryngium armatum),Coastal Button-celery (Eryngium armatum),Perennial herb,,"*
White-lined Sphinx
Hyles lineata

*
Agonopterix oregonensis","White-lined Sphinx
Hyles lineata",Agonopterix oregonensis,"Annual Precipitation: 14.7"" - 51.5"", Summer Precipitation: 0.20"" - 0.88"", Coldest Month: 40.4"" - 51.6"", Hottest Month: 58.2"" - 72.6"", Humidity: 0.02"" - 18.42"", Elevation: -17"" - 1337""",Common Names: Coastal Eryngo
Field Dodder (Cuscuta campestris),Field Dodder (Cuscuta campestris),Field Dodder (Cuscuta campestris),Field Dodder (Cuscuta campestris),Field Dodder (Cuscuta campestris),Field Dodder (Cuscuta campestris),Field Dodder (Cuscuta campestris),"Vine, Annual herb",,"*
The Brown Elfin
Callophrys augustinus

*
White-lined Sphinx
Hyles lineata

*
Chrysanthemum Flower Borer
Lorita scarificata","The Brown Elfin
Callophrys augustinus","White-lined Sphinx
Hyles lineata","Chrysanthemum Flower Borer
Lorita scarificata","Annual Precipitation: 2.7"" - 70.3"", Summer Precipitation: 0.17"" - 1.85"", Coldest Month: 30.4"" - 60.0"", Hottest Month: 57.0"" - 88.4"", Humidity: 0.51"" - 40.72"", Elevation: -2229"" - 5647"""
Bearded Sprangletop (Lasthenia conjugens),Bearded Sprangletop (Lasthenia conjugens),Bearded Sprangletop (Lasthenia conjugens),Bearded Sprangletop (Lasthenia conjugens),Bearded Sprangletop (Lasthenia conjugens),Bearded Sprangletop (Lasthenia conjugens),Bearded Sprangletop (Lasthenia conjugens),Annual herb,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Small Heliothodes Moth
Heliothodes diminutivus","White-lined Sphinx
Hyles lineata","Small Heliothodes Moth
Heliothodes diminutivus","Annual Precipitation: 14.4"" - 39.1"", Summer Precipitation: 0.19"" - 0.67"", Coldest Month: 46.0"" - 51.5"", Hottest Month: 58.7"" - 73.3"", Humidity: 0.52"" - 19.67"", Elevation: 4"" - 674"""
Wavy-stemmed Popcornflower (Malacothrix saxatilis var. tenuifolia),Wavy-stemmed Popcornflower (Malacothrix saxatilis var. tenuifolia),Wavy-stemmed Popcornflower (Malacothrix saxatilis var. tenuifolia),Wavy-stemmed Popcornflower (Malacothrix saxatilis var. tenuifolia),Wavy-stemmed Popcornflower (Malacothrix saxatilis var. tenuifolia),Wavy-stemmed Popcornflower (Malacothrix saxatilis var. tenuifolia),Wavy-stemmed Popcornflower (Malacothrix saxatilis var. tenuifolia),Perennial herb,"Lavender, Yellow, White",,"*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica

*
Heliolonche pictipennis

*
Cucullia comstocki

*
Heliolonche joaquinensis","White-lined Sphinx
Hyles lineata","Alfalfa Looper Moth
Autographa californica",Heliolonche pictipennis
Southern Tarplant (Plagiobothrys undulatus),Southern Tarplant (Plagiobothrys undulatus),Southern Tarplant (Plagiobothrys undulatus),Southern Tarplant (Plagiobothrys undulatus),Southern Tarplant (Plagiobothrys undulatus),Southern Tarplant (Plagiobothrys undulatus),Southern Tarplant (Plagiobothrys undulatus),Annual herb,0.33 - 1.3 ft tall,,"*
White-lined Sphinx
Hyles lineata

*
Ethmia plagiobothrae","White-lined Sphinx
Hyles lineata",Ethmia plagiobothrae,"Annual Precipitation: 10.9"" - 45.8"", Summer Precipitation: 0.16"" - 1.63"", Coldest Month: 30.2"" - 53.8"", Hottest Month: 55.0"" - 80.6"", Humidity: 0.44"" - 27.66"", Elevation: 12"" - 6008"""
Leather-spineflower (Centromadia parryi ssp. australis),Leather-spineflower (Centromadia parryi ssp. australis),Leather-spineflower (Centromadia parryi ssp. australis),Leather-spineflower (Centromadia parryi ssp. australis),Leather-spineflower (Centromadia parryi ssp. australis),Leather-spineflower (Centromadia parryi ssp. australis),Leather-spineflower (Centromadia parryi ssp. australis),Annual herb,,"*
White-lined Sphinx
Hyles lineata","White-lined Sphinx
Hyles lineata",Bee Gardens,"Annual Precipitation: 10.7"" - 29.3"", Summer Precipitation: 0.18"" - 0.79"", Coldest Month: 46.6"" - 56.5"", Hottest Month: 63.9"" - 79.4"", Humidity: 1.07"" - 25.26"", Elevation: 1"" - 4182""","Common Names: Pappose Tarweed, Spikeweed"
